time,z_0,z_1,z_2,z_3,x_0,x_1,x_2,x_3,y_0,y_1,y_2,y_3,epsilon
9848860,5.51,-2.45,6.82,-1.18,-1.66,0.05,-3.36,0.34,7.17,-2.50,10.18,-1.52,11.72
9870824,5.38,-1.78,7.57,-3.57,-1.63,0.04,-3.33,0.33,7.02,-1.82,10.90,-3.90,14.42
9892780,4.83,-1.84,4.90,-4.20,-1.61,0.02,-3.31,0.32,6.44,-1.86,8.21,-4.52,9.66
9914604,3.28,-2.19,0.00,-0.24,-1.61,0.02,-3.30,0.32,4.88,-2.21,3.30,-0.56,1.69
9936420,4.73,-2.24,-0.72,4.69,-1.60,0.02,-3.29,0.33,6.33,-2.27,2.57,4.36,3.46
9958268,5.87,-2.41,-0.06,5.54,-1.59,0.03,-3.28,0.34,7.46,-2.44,3.22,5.20,4.96
9980120,5.17,-0.66,0.47,-0.96,-1.58,0.03,-3.27,0.34,6.74,-0.68,3.74,-1.30,2.48
10001964,4.27,-1.16,-0.47,-2.53,-1.57,0.02,-3.26,0.33,5.84,-1.18,2.79,-2.86,2.30
10023876,4.33,-1.54,-5.76,1.69,-1.57,0.02,-3.26,0.33,5.90,-1.56,-2.49,1.36,1.55
10045788,4.81,-1.78,-8.11,4.26,-1.58,0.03,-3.27,0.34,6.39,-1.80,-4.83,3.92,4.75
10067692,4.89,-1.87,-8.56,3.37,-1.59,0.03,-3.28,0.34,6.48,-1.90,-5.28,3.03,4.61
10089612,4.92,-1.46,-4.67,1.30,-1.59,0.03,-3.28,0.35,6.51,-1.48,-1.39,0.95,1.17
10111504,5.11,-1.59,-2.31,-2.56,-1.59,0.02,-3.28,0.34,6.70,-1.61,0.97,-2.90,1.88
10133428,5.21,-2.06,-1.65,-2.78,-1.58,0.01,-3.27,0.33,6.79,-2.07,1.62,-3.11,2.23
10155356,4.54,-2.54,-3.80,-0.26,-1.58,0.00,-3.27,0.33,6.12,-2.54,-0.53,-0.59,0.94
10177272,6.43,-2.41,-7.04,3.24,-1.58,0.01,-3.27,0.33,8.01,-2.41,-3.76,2.90,3.65
10199176,3.87,-1.98,-6.76,-0.52,-1.59,0.00,-3.28,0.33,5.46,-1.98,-3.48,-0.85,1.96
10221076,3.68,-1.57,-5.30,1.37,-1.59,0.00,-3.28,0.33,5.27,-1.57,-2.02,1.04,1.12
10242960,3.38,-1.25,-5.77,1.02,-1.60,0.00,-3.29,0.33,4.98,-1.26,-2.49,0.69,1.19
10264852,3.49,-1.74,-3.15,-0.63,-1.60,-0.00,-3.28,0.33,5.09,-1.74,0.14,-0.96,0.67
10286764,3.88,-1.47,-1.83,1.02,-1.60,-0.01,-3.28,0.33,5.48,-1.47,1.45,0.69,0.90
10308660,4.02,-1.39,-4.12,0.52,-1.60,-0.01,-3.28,0.33,5.62,-1.38,-0.84,0.19,0.74
10330564,4.37,-1.54,-6.18,1.98,-1.60,-0.01,-3.28,0.34,5.97,-1.53,-2.90,1.65,1.87
10352476,4.91,-1.88,-5.95,2.11,-1.61,-0.00,-3.28,0.34,6.51,-1.87,-2.67,1.77,1.94
10374404,3.44,-1.91,-3.92,-0.70,-1.61,-0.01,-3.28,0.34,5.05,-1.90,-0.64,-1.04,0.73
10396332,3.60,-2.04,-1.24,0.31,-1.61,-0.01,-3.28,0.33,5.21,-2.03,2.04,-0.03,1.04
10418232,4.36,-1.87,-3.85,1.18,-1.61,-0.01,-3.28,0.34,5.97,-1.85,-0.57,0.84,0.88
10440132,3.70,-1.83,-6.47,1.28,-1.61,-0.02,-3.28,0.34,5.32,-1.82,-3.19,0.95,1.74
10462044,4.22,-2.13,-6.31,0.40,-1.62,-0.02,-3.29,0.34,5.84,-2.11,-3.02,0.06,1.68
10483968,4.04,-1.98,-3.40,1.13,-1.62,-0.02,-3.28,0.34,5.66,-1.96,-0.12,0.79,0.78
10505880,3.79,-1.94,-2.38,0.43,-1.62,-0.02,-3.28,0.34,5.41,-1.92,0.90,0.09,0.74
10527768,4.02,-1.92,-1.97,0.76,-1.62,-0.03,-3.27,0.34,5.63,-1.89,1.30,0.43,0.89
10549672,3.35,-1.64,-3.56,0.46,-1.62,-0.03,-3.27,0.34,4.97,-1.61,-0.28,0.12,0.55
10571584,3.74,-2.21,-5.01,2.78,-1.62,-0.03,-3.27,0.34,5.36,-2.19,-1.73,2.44,1.56
10593524,3.74,-1.57,-4.02,2.63,-1.63,-0.02,-3.27,0.35,5.37,-1.55,-0.74,2.28,1.20
10615440,3.69,-1.04,-1.45,1.18,-1.62,-0.02,-3.27,0.35,5.31,-1.01,1.82,0.83,0.98
10637332,4.13,-1.26,-1.28,-0.29,-1.62,-0.03,-3.26,0.34,5.75,-1.23,1.98,-0.63,1.12
10659268,4.06,-1.54,-0.90,0.02,-1.61,-0.03,-3.25,0.34,5.67,-1.52,2.35,-0.33,1.25
10681172,3.96,-1.71,-2.00,2.64,-1.61,-0.03,-3.25,0.35,5.57,-1.68,1.25,2.29,1.35
10703088,3.59,-1.80,-3.47,3.21,-1.61,-0.02,-3.25,0.35,5.21,-1.77,-0.22,2.85,1.42
10724996,4.48,-1.75,-1.85,2.32,-1.61,-0.02,-3.24,0.36,6.09,-1.72,1.39,1.96,1.38
10746904,4.51,-1.84,0.41,1.73,-1.60,-0.02,-3.23,0.36,6.11,-1.82,3.64,1.37,2.32
10768804,4.83,-1.55,-0.35,2.81,-1.59,-0.02,-3.22,0.36,6.42,-1.53,2.87,2.45,2.29
10790720,4.21,-1.18,-0.46,-0.06,-1.59,-0.02,-3.21,0.36,5.80,-1.16,2.76,-0.42,1.47
10812644,4.88,-1.71,-1.10,1.85,-1.58,-0.02,-3.21,0.36,6.46,-1.68,2.11,1.48,1.55
10834556,4.54,-0.85,-1.21,1.85,-1.57,-0.02,-3.20,0.37,6.11,-0.84,1.99,1.48,1.37
10856464,3.63,-0.64,-0.63,2.35,-1.57,-0.01,-3.19,0.37,5.20,-0.63,2.57,1.98,1.59
10878364,4.06,-0.02,-1.53,4.35,-1.57,-0.00,-3.19,0.38,5.63,-0.01,1.66,3.97,2.48
10900244,2.76,0.74,-2.20,1.25,-1.57,0.00,-3.18,0.38,4.33,0.74,0.98,0.87,0.56
10922100,3.55,-0.06,0.49,3.63,-1.56,0.01,-3.17,0.39,5.11,-0.07,3.66,3.25,2.91
10943980,4.18,0.44,2.72,0.35,-1.55,0.01,-3.16,0.39,5.72,0.43,5.88,-0.04,4.10
10965820,4.37,-1.31,2.99,-1.16,-1.54,0.01,-3.14,0.38,5.91,-1.32,6.14,-1.54,4.72
10987748,5.34,-1.92,2.02,3.34,-1.52,0.01,-3.13,0.39,6.86,-1.93,5.14,2.95,4.52
11009628,4.92,-0.44,0.18,1.36,-1.51,0.01,-3.12,0.39,6.43,-0.45,3.30,0.97,2.01
11031492,4.58,-1.89,-1.48,0.02,-1.51,0.01,-3.11,0.39,6.09,-1.89,1.63,-0.37,1.09
11053376,4.63,-1.79,0.56,-0.11,-1.50,0.01,-3.10,0.39,6.13,-1.80,3.67,-0.50,2.18
11075260,6.16,-2.30,-0.35,1.10,-1.49,0.00,-3.10,0.39,7.65,-2.30,2.74,0.71,2.07
11097128,5.36,-2.13,-0.81,-0.02,-1.48,-0.00,-3.09,0.39,6.84,-2.13,2.28,-0.40,1.56
11119028,5.18,-1.30,0.75,-2.05,-1.47,-0.01,-3.08,0.38,6.65,-1.29,3.83,-2.43,2.96
11140944,4.19,-0.90,-2.21,-1.54,-1.47,-0.01,-3.07,0.38,5.66,-0.89,0.86,-1.92,1.10
11162888,4.39,0.06,-4.31,1.68,-1.47,-0.01,-3.07,0.38,5.86,0.07,-1.23,1.30,1.01
11184752,4.96,-0.18,-5.34,2.27,-1.47,-0.00,-3.08,0.38,6.43,-0.17,-2.27,1.89,1.70
11206664,5.67,-0.70,-6.43,4.09,-1.48,0.00,-3.08,0.39,7.15,-0.70,-3.35,3.70,3.52
11228556,5.08,-0.10,-5.36,4.81,-1.48,0.02,-3.08,0.40,6.56,-0.11,-2.28,4.41,3.32
11250436,5.49,-0.10,0.95,-0.31,-1.47,0.02,-3.07,0.40,6.96,-0.11,4.02,-0.70,2.62
11272332,5.12,-1.13,4.20,-2.81,-1.45,0.01,-3.05,0.39,6.57,-1.14,7.25,-3.20,7.15
11294232,5.96,-1.25,4.52,-2.24,-1.43,0.00,-3.03,0.39,7.39,-1.25,7.55,-2.63,7.50
11316124,5.64,-1.24,2.78,0.73,-1.42,0.00,-3.02,0.39,7.05,-1.24,5.80,0.35,4.39
11337988,5.91,-1.42,0.61,1.34,-1.40,0.00,-3.01,0.39,7.32,-1.42,3.62,0.96,2.51
11359864,7.00,-1.57,-2.15,1.51,-1.40,0.00,-3.00,0.39,8.40,-1.57,0.85,1.12,1.65
11381728,5.67,-0.87,-0.99,1.63,-1.39,0.00,-3.00,0.39,7.06,-0.87,2.00,1.24,1.56
11403580,4.85,-0.44,-1.28,-0.58,-1.38,0.00,-2.99,0.39,6.23,-0.44,1.71,-0.97,1.16
11425464,5.14,-1.86,-0.92,-1.07,-1.38,-0.00,-2.98,0.39,6.51,-1.86,2.07,-1.45,1.55
11447396,5.34,-1.74,-3.71,1.08,-1.37,-0.00,-2.98,0.39,6.72,-1.73,-0.73,0.70,1.06
11469316,5.50,-0.97,-12.96,8.78,-1.39,0.01,-3.00,0.40,6.90,-0.98,-9.96,8.38,17.88
11491308,5.07,0.49,-6.75,8.44,-1.40,0.03,-3.00,0.42,6.46,0.46,-3.74,8.02,8.66
11513164,3.98,0.58,1.50,0.18,-1.39,0.03,-2.99,0.42,5.37,0.54,4.49,-0.24,2.60
11535032,3.71,1.25,9.89,0.60,-1.36,0.04,-2.97,0.42,5.08,1.22,12.86,0.18,17.04
11557004,1.88,0.49,21.40,-5.97,-1.32,0.03,-2.92,0.41,3.20,0.46,24.32,-6.38,63.29
11579036,2.97,2.26,32.14,-10.15,-1.25,0.01,-2.84,0.39,4.22,2.24,34.98,-10.54,133.66
11601288,7.26,1.76,29.83,-9.74,-1.18,-0.00,-2.78,0.37,8.43,1.76,32.61,-10.11,117.77
11623476,8.08,0.33,24.60,-9.28,-1.11,-0.02,-2.72,0.35,9.19,0.35,27.31,-9.63,85.37
11645536,9.93,-0.27,21.63,-5.08,-1.05,-0.03,-2.66,0.34,10.97,-0.24,24.30,-5.42,64.24
11667764,15.65,-3.61,11.01,-5.92,-1.00,-0.05,-2.63,0.32,16.65,-3.56,13.64,-6.25,28.22
